feature,log_odds_coefficient,odds_ratio,std_error,z_value,p_value,abs_log_odds
skill::Comparative Law,-0.724053443586946,0.4847832265204914,8.826856256620836,-0.08202846206358566,0.9346240802634302,0.724053443586946
skill::Sleep Medicine,-0.609249401695496,0.543758860415227,10.03165355575247,-0.06073269958033319,0.9515720892390735,0.609249401695496
skill::Clinical Education,-0.5283001411832847,0.5896063659005946,9.317225052231997,-0.05670144686016007,0.9547830214441713,0.5283001411832847
major_te,0.48427536169421986,1.6229984957422428,0.024523307599089935,19.74755484093799,8.419688819805463e-87,0.48427536169421986
skill::Acute Patient Care,-0.47450646262699625,0.6221920557336729,9.22358104977478,-0.051444927958711084,0.9589709848138869,0.47450646262699625
skill::Clinical Research Associates,-0.2929273001390689,0.7460763783746136,0.12104307977514768,-2.420025173543314,0.015519432691012506,0.2929273001390689
skill::Healthcare Delivery Process,-0.2871405870355184,0.7504062240344664,0.21702512243085148,-1.3230753371744193,0.18581032547193194,0.2871405870355184
skill::Molecular Biology,-0.28628452000644194,0.7510488971076418,0.054642208864276315,-5.239255988306276,1.6122526833018047e-07,0.28628452000644194
skill::Phases of Clinical Research,-0.26567450027602,0.7666886438320136,0.07680765918305664,-3.4589584307319496,0.0005422685893781819,0.26567450027602
numconnections,0.2512710561082662,1.2856585227016104,0.02122372757678842,11.839157622013193,2.449003271419047e-32,0.2512710561082662
skill::Planetary Science,-0.24947846001693597,0.7792070647554803,0.045869499309453665,-5.438874715720271,5.361814102015298e-08,0.24947846001693597
skill::Cardiac Life Support Certification,0.22807556392769138,1.256180243759205,0.19487677849462076,1.1703578317002352,0.24185699781667466,0.22807556392769138
skill::Analytical Biochemistry,-0.22027178126414435,0.8023007180254315,0.04545167877604969,-4.846284828102199,1.2579488172456857e-06,0.22027178126414435
school_te,0.21927888105448964,1.2451784849592897,0.028242505647452915,7.7641440101567465,8.219846073869798e-15,0.21927888105448964
skill::Clinical Leadership,-0.19956826446906162,0.819084304549232,0.07224981179927606,-2.762197706805117,0.005741370047713818,0.19956826446906162
skill::Intensive Care Medicine,-0.19839055195311842,0.8200495186471108,11.416951550173843,-0.017376841014105693,0.9861359845600446,0.19839055195311842
skill::Psychological Research,-0.19131276122772706,0.82587424631042,0.04061504623401743,-4.710391319645763,2.472416144520848e-06,0.19131276122772706
skill::Medical Communications,0.19096916514851628,1.2104221283193068,0.08937781358726028,2.1366506684801765,0.03262641519192055,0.19096916514851628
skill::Trial Practice,-0.18639166052769698,0.8299484732604178,0.04011506319243405,-4.646425698834537,3.3773569878817223e-06,0.18639166052769698
skill::Military,-0.18039555236173774,0.8349398836417308,0.07474157713949246,-2.413590390594248,0.015796209229749624,0.18039555236173774
skill::Fluorescence Microscopy,-0.17899206678705284,0.8361125324294923,0.046428928486456626,-3.8551840979760073,0.00011564257202484035,0.17899206678705284
skill::Applied Science,-0.17461057811506317,0.8397839873644006,0.044743319685569875,-3.9024949275584633,9.520623402952568e-05,0.17461057811506317
skill::Water Engineering,-0.17347511607454819,0.8407380717650891,0.04764999250943209,-3.6406116126924806,0.0002719911677767663,0.17347511607454819
skill::Natural Science,-0.16925002901308678,0.8442977780532069,0.04769280188801677,-3.548754158132452,0.0003870582646849709,0.16925002901308678
skill::Hospital Policy,0.15749784362100358,1.1705782337686552,0.24418733977103876,0.6449877531270899,0.5189351221965173,0.15749784362100358
skill::Program Evaluation,-0.15397532867096617,0.8572931713124613,0.04543350984873094,-3.3890256153139147,0.0007014145788774856,0.15397532867096617
skill::Healthcare Management,-0.147622636050544,0.862756626768065,0.06378857732981584,-2.314248760985342,0.020654080656972672,0.147622636050544
entry_job_year,-0.14328159408255967,0.8665100304401585,0.02161329547206507,-6.629326576678205,3.372217646611491e-11,0.14328159408255967
skill::Geotechnical Engineering,-0.13779142493917085,0.8712804001576802,0.052372655444060334,-2.630980303955506,0.008513897002834623,0.13779142493917085
skill::Opinion Writing,-0.13545485659849338,0.8733185866102116,0.04961566390258223,-2.7300825171754615,0.006331847446830253,0.13545485659849338
skill::Science Communication,-0.13039003242385303,0.8777530120128443,0.05870527701502781,-2.2210955991311447,0.02634448705839559,0.13039003242385303
skill::Litigation Support,-0.12747213374287678,0.8803179466586801,0.048020119257376426,-2.654556792323993,0.007941267064597043,0.12747213374287678
skill::Chemistry Teaching,-0.1274307868369278,0.8803543458345173,0.04318614862591165,-2.9507328366037586,0.003170210005983819,0.1274307868369278
skill::Malpractice Litigation,-0.12279465808652637,0.8844452575972044,0.05432205197946726,-2.260493733427826,0.023790624923759305,0.12279465808652637
skill::Life Science,-0.12143176776722092,0.8856514812653089,0.04865067556239758,-2.49599345463306,0.012560491918180464,0.12143176776722092
skill::Cancer Research,-0.12052665924952183,0.8864534548465252,0.06376620337450019,-1.8901338463208535,0.05874006144596549,0.12052665924952183
skill::Biological Science,-0.11243553129422687,0.8936549580299968,0.054006475175878116,-2.0818898276191513,0.03735253415380995,0.11243553129422687
skill::Technical Research,-0.11113527306521422,0.8948176960090688,0.046442882540739805,-2.392945204633371,0.016713737002360635,0.11113527306521422
skill::Aviation Operations,-0.11003862293324003,0.8957995362226897,0.0601067629933532,-1.830719497328586,0.06714242139498165,0.11003862293324003
skill::Electron Microscopy,0.10583896460289482,1.111642848244468,0.05404639027886921,1.9582984924022802,0.05019499761107536,0.10583896460289482
n_skills,-0.10421631456123318,0.9010303703499629,0.020767003700871804,-5.018360667834722,5.211426944547168e-07,0.10421631456123318
skill::Molecular Genetics,-0.10295352915007258,0.9021688970628213,0.07156910933425084,-1.4385190776826127,0.1502868284179539,0.10295352915007258
skill::Public Health Nursing,-0.10205654884555929,0.9029784878340381,0.10427491532175222,-0.9787257897132028,0.3277154857404143,0.10205654884555929
skill::Patient Communications,-0.10008053549967047,0.9047645494366714,0.05995534793159107,-1.669251183628559,0.09506761028977449,0.10008053549967047
skill::Family Mediation,-0.09891740605322953,0.9058175199780275,0.050759509051116466,-1.9487463118214265,0.05132572816070893,0.09891740605322953
skill::Nursing Research,-0.09683221630447317,0.9077082920090656,0.06766516518073087,-1.4310497291455404,0.15241596332618151,0.09683221630447317
skill::Vital Signs,0.09282342835597067,1.097267971752301,0.0722309591222632,1.2850920087998723,0.19876013374717902,0.09282342835597067
skill::Clinical Research Coordinator,0.08639928241946021,1.090241555696178,0.09881623565287984,0.874342984719255,0.38193149703927487,0.08639928241946021
skill::Laboratory Instrumentation,-0.08544477046370927,0.9181038481037354,0.05372253373462933,-1.5904828853712816,0.11172600039267533,0.08544477046370927
user_country_te,0.08502501336456973,1.088744299515892,0.022184453994522763,3.8326394413656524,0.00012677569671197357,0.08502501336456973
skill::Pediatric Emergency Medicine,-0.08460483692611219,0.9188753182632294,0.11764206403659533,-0.7191716467996844,0.4720351667754128,0.08460483692611219
skill::CPR Certified,-0.07752402463770587,0.9254047916147209,0.062367779758912806,-1.243014020017718,0.21386266714151625,0.07752402463770587
skill::Cellular Neuroscience,-0.07063605828488026,0.9318009516613933,0.05525623988620593,-1.2783363187641315,0.201130867218723,0.07063605828488026
skill::Clinical Trial Management,-0.07018576497055379,0.9322206298822667,0.09045280256562226,-0.7759379806903715,0.4377856057179753,0.07018576497055379
skill::Phlebotomy,0.06986780205704778,1.0723664072501775,0.06604609607998518,1.0578642221704415,0.2901173484843482,0.06986780205704778
skill::Patient Advocacy,-0.06927231913398381,0.9330725519685029,0.06933869941987596,-0.9990426661237156,0.3177740231694846,0.06927231913398381
skill::Behavioral Healthcare,-0.06847009398543989,0.9338213865619193,0.05103134697050988,-1.3417261751881164,0.17968479674622534,0.06847009398543989
skill::Clinical Practice,-0.06536695843679954,0.9367236616501969,0.06444092435151842,-1.0143702793620666,0.3104061004778239,0.06536695843679954
skill::Hospital Settings,-0.06228368323971526,0.9396162955843276,0.07026005664782888,-0.8864735699247391,0.3753623902691821,0.06228368323971526
skill::Sleep Training,-0.05782221316418604,0.943817730889472,0.08658737722072239,-0.6677903294932904,0.5042674403739134,0.05782221316418604
skill::Adherent Cell Culture,-0.05205041216416882,0.9492810103264895,0.05373878540828449,-0.96858184956567,0.3327538629174457,0.05205041216416882
skill::Science Literacy,-0.047723119456074305,0.9533977278172463,0.05942337631248002,-0.8031034656314464,0.4219149347773393,0.047723119456074305
skill::Pharmaceutical Science,-0.045993074858236914,0.9550485760145934,0.06010594714821399,-0.765200068219931,0.4441524190693293,0.045993074858236914
skill::Patient Safety,-0.044286288315626324,0.9566800319491391,0.18015583913694458,-0.24582210894625692,0.8058199416482957,0.044286288315626324
prestige,0.040567216549669834,1.0414013067526726,0.02192298414195622,1.850442270403885,0.06424983134184632,0.040567216549669834
skill::Transmission Electron Microscopy,-0.03926233195708929,0.9614984442906177,0.05348343961282892,-0.7341025977632064,0.46288621041690947,0.03926233195708929
skill::Patient Safety Standards,-0.03548632401164215,0.9651359333275328,0.1183745311352,-0.29978005970821453,0.7643449262504411,0.03548632401164215
skill::Biophysical Chemistry,-0.032690795971281106,0.9678377726661583,0.05317340634806114,-0.6147959707018678,0.5386894705971264,0.032690795971281106
skill::Hospital Services,0.030137076712496758,1.0305957949549842,0.09227344607562714,0.326606168884128,0.7439657771201036,0.030137076712496758
skill::Basic Life Support Certification,-0.02931843576617442,0.9711071799667048,0.12015123706589068,-0.24401276659429028,0.8072209324212196,0.02931843576617442
skill::International Arbitration,-0.022203760907863124,0.9780409282389658,0.058014100905746345,-0.38273041486822085,0.7019196606284642,0.022203760907863124
skill::Clinical Research,-0.021048985148101308,0.9791709985582773,0.059812677890610774,-0.35191511048204577,0.7249019266632857,0.021048985148101308
skill::Biochemical Genetics,-0.01638983396032258,0.9837437485740987,0.05238071550001475,-0.3128982451627253,0.7543579708449399,0.01638983396032258
skill::Medical Terminology,-0.014013857157941532,0.9860838798481205,0.07618578860390605,-0.1839431922244753,0.8540580203804531,0.014013857157941532
skill::Epic EMR,0.011695199060805139,1.0117638552897081,0.3466219532680168,0.03374050301932872,0.973084080607776,0.011695199060805139
skill::Oncology Nursing,0.011064985303659453,1.0111264286677322,0.07299063147194264,0.1515945961902357,0.8795066957627752,0.011064985303659453
skill::Collaboration in Healthcare,0.008093057189654008,1.0081258945019647,0.05802599847326344,0.13947295010154864,0.889076429692399,0.008093057189654008
skill::Pediatric Intensive Care Unit,-0.00515056503421921,0.9948626763825198,12.26575324296038,-0.00041991428754489633,0.9996649568829536,0.00515056503421921
skill::HIPAA,-0.0005701614535485902,0.9994300010576056,0.07721938881008471,-0.007383656648084324,0.9941087478885317,0.0005701614535485902
degree_te,5.959494346796992e-14,1.0000000000000595,316.2277681346491,1.884557571256504e-16,0.9999999999999999,5.959494346796992e-14
university_country_te,5.959492111686584e-14,1.0000000000000595,316.22777080737825,1.8845568485244295e-16,0.9999999999999999,5.959492111686584e-14
